handle|title|journal|year|vol|issue|page|end page|author
RePEc:eee:jfpoli:v:35:y:2010:i:2:p:130-139|Modeling the factors affecting rural consumers' purchase of organic and free-range produce: A case study of consumers' from the Island of Arran in Scotland, UK|Food Policy|2010|35|2|130|139|Michaelidou, Nina
RePEc:eee:jfpoli:v:35:y:2010:i:2:p:130-139|Modeling the factors affecting rural consumers' purchase of organic and free-range produce: A case study of consumers' from the Island of Arran in Scotland, UK|Food Policy|2010|35|2|130|139|Hassan, Louise M.
RePEc:eee:jfpoli:v:35:y:2010:i:2:p:140-153|EU Economic Partnership Agreements and WTO negotiations. A quantitative assessment of trade preference granting and erosion in the banana market|Food Policy|2010|35|2|140|153|Anania, Giovanni
RePEc:eee:jfpoli:v:35:y:2010:i:2:p:154-162|What makes countries initiate WTO disputes on food-related issues?|Food Policy|2010|35|2|154|162|Götz, Christian
RePEc:eee:jfpoli:v:35:y:2010:i:2:p:154-162|What makes countries initiate WTO disputes on food-related issues?|Food Policy|2010|35|2|154|162|Rudloff, Bettina
RePEc:eee:jfpoli:v:35:y:2010:i:2:p:163-174|Modeling beef supply response and price volatility under CAP reforms: The case of Greece|Food Policy|2010|35|2|163|174|Rezitis, Anthony N.
RePEc:eee:jfpoli:v:35:y:2010:i:2:p:163-174|Modeling beef supply response and price volatility under CAP reforms: The case of Greece|Food Policy|2010|35|2|163|174|Stavropoulos, Konstantinos S.
RePEc:eee:jfpoli:v:35:y:2010:i:2:p:175-182|Evidence of slowing yield growth - The example of Swiss cereal yields|Food Policy|2010|35|2|175|182|Finger, Robert
RePEc:eee:jfpoli:v:35:y:2010:i:2:p:183-184|On the proportionality of EU spatial ex ante coexistence regulations: Reply|Food Policy|2010|35|2|183|184|Demont, Matty
RePEc:eee:jfpoli:v:35:y:2010:i:2:p:183-184|On the proportionality of EU spatial ex ante coexistence regulations: Reply|Food Policy|2010|35|2|183|184|Mathijs, Erik
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:185-194|Policies to promote cereal intensification in Ethiopia: The search for appropriate public and private roles|Food Policy|2010|35|3|185|194|Spielman, David J.
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:185-194|Policies to promote cereal intensification in Ethiopia: The search for appropriate public and private roles|Food Policy|2010|35|3|185|194|Kelemework, Dawit
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:195-201|Persistent myths about emergency seed aid|Food Policy|2010|35|3|195|201|Sperling, Louise
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:195-201|Persistent myths about emergency seed aid|Food Policy|2010|35|3|195|201|McGuire, Shawn J.
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:202-210|A meta-analysis of community-based studies on quality protein maize|Food Policy|2010|35|3|202|210|Gunaratna, Nilupa S.
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:202-210|A meta-analysis of community-based studies on quality protein maize|Food Policy|2010|35|3|202|210|McCabe, George P.
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:211-220|Traffic lights and food choice: A choice experiment examining the relationship between nutritional food labels and price|Food Policy|2010|35|3|211|220|Balcombe, Kelvin
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:211-220|Traffic lights and food choice: A choice experiment examining the relationship between nutritional food labels and price|Food Policy|2010|35|3|211|220|Falco, Salvatore Di
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:221-229|Does nutrition information on food products lead to healthier food choices?|Food Policy|2010|35|3|221|229|Barreiro-Hurlé, Jesús
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:221-229|Does nutrition information on food products lead to healthier food choices?|Food Policy|2010|35|3|221|229|de-Magistris, Tiziana
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:230-239|Impact of health-related claims on the perception of other product attributes|Food Policy|2010|35|3|230|239|Lähteenmäki, Liisa
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:230-239|Impact of health-related claims on the perception of other product attributes|Food Policy|2010|35|3|230|239|Martinsdóttir, Emilia
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:240-246|Innovation in the functional foods industry in a peripheral region of the European Union: Andalusia (Spain)|Food Policy|2010|35|3|240|246|Arias-Aranda, Daniel
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:240-246|Innovation in the functional foods industry in a peripheral region of the European Union: Andalusia (Spain)|Food Policy|2010|35|3|240|246|Romerosa-Martínez, M. Mercedes
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:247-255|The influence of policy networks on policy output. A comparison of organic farming policy in the Czech Republic and Poland|Food Policy|2010|35|3|247|255|Moschitz, Heidrun
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:247-255|The influence of policy networks on policy output. A comparison of organic farming policy in the Czech Republic and Poland|Food Policy|2010|35|3|247|255|Stolze, Matthias
RePEc:eee:jfpoli:v:35:y:2010:i:3:p:256-264|The performance implications of &quot;grow or buy&quot; decisions in the wine industry|Food Policy|2010|35|3|256|264|Fernández Olmos, Marta
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:265-273|Urban agriculture, poverty, and food security: Empirical evidence from a sample of developing countries|Food Policy|2010|35|4|265|273|Zezza, Alberto
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:265-273|Urban agriculture, poverty, and food security: Empirical evidence from a sample of developing countries|Food Policy|2010|35|4|265|273|Tasciotti, Luca
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:274-285|Cash transfers and high food prices: Explaining outcomes on Ethiopia's Productive Safety Net Programme|Food Policy|2010|35|4|274|285|Sabates-Wheeler, Rachel
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:274-285|Cash transfers and high food prices: Explaining outcomes on Ethiopia's Productive Safety Net Programme|Food Policy|2010|35|4|274|285|Devereux, Stephen
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:286-293|The impact of a food security program on household food consumption in Northwestern Ethiopia: A matching estimator approach|Food Policy|2010|35|4|286|293|Abebaw, Degnet
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:286-293|The impact of a food security program on household food consumption in Northwestern Ethiopia: A matching estimator approach|Food Policy|2010|35|4|286|293|Kassa, Belay
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:294-302|Local impacts of a global crisis: Food price transmission, consumer welfare and poverty in Ghana|Food Policy|2010|35|4|294|302|Cudjoe, Godsway
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:294-302|Local impacts of a global crisis: Food price transmission, consumer welfare and poverty in Ghana|Food Policy|2010|35|4|294|302|Diao, Xinshen
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:303-311|Impact of off-farm income on food security and nutrition in Nigeria|Food Policy|2010|35|4|303|311|Babatunde, Raphael O.
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:303-311|Impact of off-farm income on food security and nutrition in Nigeria|Food Policy|2010|35|4|303|311|Qaim, Matin
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:312-322|Rice market integration and food security in Nepal: The role of cross-border trade with India|Food Policy|2010|35|4|312|322|Sanogo, Issa
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:312-322|Rice market integration and food security in Nepal: The role of cross-border trade with India|Food Policy|2010|35|4|312|322|Maliki Amadou, Mahamane
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:323-331|Challenges of the maize seed industry in eastern and southern Africa: A compelling case for private-public intervention to promote growth|Food Policy|2010|35|4|323|331|Langyintuo, Augustine S.
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:323-331|Challenges of the maize seed industry in eastern and southern Africa: A compelling case for private-public intervention to promote growth|Food Policy|2010|35|4|323|331|Bänziger, Marianne
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:332-340|Perspectives of gatekeepers in the Kenyan food industry towards genetically modified food|Food Policy|2010|35|4|332|340|Bett, Charles
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:332-340|Perspectives of gatekeepers in the Kenyan food industry towards genetically modified food|Food Policy|2010|35|4|332|340|Groote, Hugo De
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:341-348|The impact of CAP reform on farmers' plans for the future: Some evidence from South West England|Food Policy|2010|35|4|341|348|Lobley, Matt
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:341-348|The impact of CAP reform on farmers' plans for the future: Some evidence from South West England|Food Policy|2010|35|4|341|348|Butler, Allan
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:349-357|Consumer perceptions of best practice in food risk communication and management: Implications for risk analysis policy|Food Policy|2010|35|4|349|357|Cope, S.
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:349-357|Consumer perceptions of best practice in food risk communication and management: Implications for risk analysis policy|Food Policy|2010|35|4|349|357|de Jonge, J.
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:358-364|Changes in the propensity of overweight US women to under-assess their body weight status|Food Policy|2010|35|4|358|364|Chang, Hung-Hao
RePEc:eee:jfpoli:v:35:y:2010:i:4:p:358-364|Changes in the propensity of overweight US women to under-assess their body weight status|Food Policy|2010|35|4|358|364|Lin, Biing-Hwan
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:365-377|Global water crisis and future food security in an era of climate change|Food Policy|2010|35|5|365|377|Hanjra, Munir A.
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:365-377|Global water crisis and future food security in an era of climate change|Food Policy|2010|35|5|365|377|Qureshi, M. Ejaz
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:378-390|Wars, foodcost and countervailing policies: A panel data approach|Food Policy|2010|35|5|378|390|Ali, Hamid E.
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:378-390|Wars, foodcost and countervailing policies: A panel data approach|Food Policy|2010|35|5|378|390|Lin, Eric S.
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:391-402|The impacts of CGIAR research: A review of recent evidence|Food Policy|2010|35|5|391|402|Renkow, Mitch
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:391-402|The impacts of CGIAR research: A review of recent evidence|Food Policy|2010|35|5|391|402|Byerlee, Derek
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:403-411|Rising trends and variability of rice prices: Threats and opportunities for sub-Saharan Africa|Food Policy|2010|35|5|403|411|Seck, Papa A.
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:403-411|Rising trends and variability of rice prices: Threats and opportunities for sub-Saharan Africa|Food Policy|2010|35|5|403|411|Bamba, Ibrahim
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:412-418|The implementation mechanisms of voluntary food safety systems|Food Policy|2010|35|5|412|418|Fares, M'hand
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:412-418|The implementation mechanisms of voluntary food safety systems|Food Policy|2010|35|5|412|418|Rouviere, Elodie
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:419-428|Functional food, uncertainty and consumers' choices: A lab experiment with enriched yoghurts for lowering cholesterol|Food Policy|2010|35|5|419|428|Marette, Stéphan
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:419-428|Functional food, uncertainty and consumers' choices: A lab experiment with enriched yoghurts for lowering cholesterol|Food Policy|2010|35|5|419|428|Feinblatt-Mélèze, Eve
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:429-436|Identifying consumer preferences for nutrition information on grocery store shelf labels|Food Policy|2010|35|5|429|436|Berning, Joshua P.
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:429-436|Identifying consumer preferences for nutrition information on grocery store shelf labels|Food Policy|2010|35|5|429|436|Sprott, David E.
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:437-447|Nutrition and the Mediterranean diet. A historical and sociological analysis of the concept of a &quot;healthy diet&quot; in Spanish society|Food Policy|2010|35|5|437|447|Díaz-Méndez, Cecilia
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:437-447|Nutrition and the Mediterranean diet. A historical and sociological analysis of the concept of a &quot;healthy diet&quot; in Spanish society|Food Policy|2010|35|5|437|447|Gómez-Benito, Cristóbal
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:448-455|Health-related attitudes as a basis for segmenting European fish consumers|Food Policy|2010|35|5|448|455|Pieniak, Zuzanna
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:448-455|Health-related attitudes as a basis for segmenting European fish consumers|Food Policy|2010|35|5|448|455|Brunsø, Karen
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:456-462|A consumer segmentation study with regards to genetically modified food in urban China|Food Policy|2010|35|5|456|462|Zhang, Xiaoyong
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:456-462|A consumer segmentation study with regards to genetically modified food in urban China|Food Policy|2010|35|5|456|462|Huang, Zhurong
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:463-470|Melamine in milk products in China: Examining the factors that led to deliberate use of the contaminant|Food Policy|2010|35|5|463|470|Xiu, Changbai
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:463-470|Melamine in milk products in China: Examining the factors that led to deliberate use of the contaminant|Food Policy|2010|35|5|463|470|Klein, K.K.
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:471-478|Policies and practices for aquaculture food safety in China|Food Policy|2010|35|5|471|478|Broughton, Edward I.
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:471-478|Policies and practices for aquaculture food safety in China|Food Policy|2010|35|5|471|478|Walker, Damian G.
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:479-487|A critique of high-value supply chains as a means of modernising agriculture in China: The case of the beef industry|Food Policy|2010|35|5|479|487|Waldron, Scott
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:479-487|A critique of high-value supply chains as a means of modernising agriculture in China: The case of the beef industry|Food Policy|2010|35|5|479|487|Longworth, John
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:488-495|The effects of fishery harbor-based brands on the brand equity of shore fish: An empirical study of branded mackerel in Japan|Food Policy|2010|35|5|488|495|Ishida, Takashi
RePEc:eee:jfpoli:v:35:y:2010:i:5:p:488-495|The effects of fishery harbor-based brands on the brand equity of shore fish: An empirical study of branded mackerel in Japan|Food Policy|2010|35|5|488|495|Fukushige, Mototsugu
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:497-503|Should the consumption of farmed animal products be restricted, and if so, by how much?|Food Policy|2010|35|6|497|503|Deckers, Jan
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:504-513|Food miles: Do UK consumers actually care?|Food Policy|2010|35|6|504|513|Kemp, Katherine
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:504-513|Food miles: Do UK consumers actually care?|Food Policy|2010|35|6|504|513|Knight, John G.
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:514-520|The rising disparity in the price of healthful foods: 2004-2008|Food Policy|2010|35|6|514|520|Monsivais, Pablo
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:514-520|The rising disparity in the price of healthful foods: 2004-2008|Food Policy|2010|35|6|514|520|Drewnowski, Adam
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:521-530|Consumer willingness-to-pay to reduce the probability of retail foodborne pathogen contamination|Food Policy|2010|35|6|521|530|Teisl, Mario F.
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:521-530|Consumer willingness-to-pay to reduce the probability of retail foodborne pathogen contamination|Food Policy|2010|35|6|521|530|Roe, Brian E.
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:531-537|A framework for understanding individual response to regulation|Food Policy|2010|35|6|531|537|Kaine, Geoff
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:531-537|A framework for understanding individual response to regulation|Food Policy|2010|35|6|531|537|Bewsell, Denise
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:538-547|Risk assessment in the international food safety policy arena. Can the multilateral institutions encourage unbiased outcomes?|Food Policy|2010|35|6|538|547|Jackson, Lee Ann
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:538-547|Risk assessment in the international food safety policy arena. Can the multilateral institutions encourage unbiased outcomes?|Food Policy|2010|35|6|538|547|Jansen, Marion
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:548-555|Irradiation as a quarantine treatment|Food Policy|2010|35|6|548|555|Ferrier, Peyton
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:556-564|Trade and food policy: Case studies from three Pacific Island countries|Food Policy|2010|35|6|556|564|Thow, Anne Marie
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:556-564|Trade and food policy: Case studies from three Pacific Island countries|Food Policy|2010|35|6|556|564|Leeder, Stephen
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:565-575|Risk management and finance along value chains of Small Island Developing States. Evidence from the Caribbean and the Pacific|Food Policy|2010|35|6|565|575|Angelucci, Federica
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:565-575|Risk management and finance along value chains of Small Island Developing States. Evidence from the Caribbean and the Pacific|Food Policy|2010|35|6|565|575|Conforti, Piero
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:576-583|The effects of SNAP and WIC programs on nutrient intakes of children|Food Policy|2010|35|6|576|583|Yen, Steven T.
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:584-598|A quantitative analysis of poverty and livelihood profiles: The case of rural Rwanda|Food Policy|2010|35|6|584|598|Ansoms, An
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:584-598|A quantitative analysis of poverty and livelihood profiles: The case of rural Rwanda|Food Policy|2010|35|6|584|598|McKay, Andrew
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:599-611|Fruit and vegetable access to EU markets: Dissecting tariffs faced by Mediterranean countries|Food Policy|2010|35|6|599|611|Emlinger, Charlotte
RePEc:eee:jfpoli:v:35:y:2010:i:6:p:599-611|Fruit and vegetable access to EU markets: Dissecting tariffs faced by Mediterranean countries|Food Policy|2010|35|6|599|611|Jacquet, Florence
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:1-6|Assessing the impact of migration on food and nutrition security|Food Policy|2011|36|1|1|6|Zezza, Alberto
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:1-6|Assessing the impact of migration on food and nutrition security|Food Policy|2011|36|1|1|6|Winters, Paul
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:7-15|What happens to diet and child health when migration splits households? Evidence from a migration lottery program|Food Policy|2011|36|1|7|15|Gibson, John
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:7-15|What happens to diet and child health when migration splits households? Evidence from a migration lottery program|Food Policy|2011|36|1|7|15|Stillman, Steven
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:16-27|Migration and child growth in rural Guatemala|Food Policy|2011|36|1|16|27|Carletto, Calogero
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:16-27|Migration and child growth in rural Guatemala|Food Policy|2011|36|1|16|27|Maluccio, John A.
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:28-40|Migration and child development during the food price crisis in El Salvador|Food Policy|2011|36|1|28|40|de Brauw, Alan
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:41-53|Migration and food consumption patterns in Ghana|Food Policy|2011|36|1|41|53|Karamba, Wendy R.
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:41-53|Migration and food consumption patterns in Ghana|Food Policy|2011|36|1|41|53|Winters, Paul
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:54-70|International migration and nutritional outcomes in Tajikistan|Food Policy|2011|36|1|54|70|Azzarri, Carlo
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:54-70|International migration and nutritional outcomes in Tajikistan|Food Policy|2011|36|1|54|70|Zezza, Alberto
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:71-87|The impact of migration on food consumption patterns: The case of Vietnam|Food Policy|2011|36|1|71|87|Nguyen, Minh Cong
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:71-87|The impact of migration on food consumption patterns: The case of Vietnam|Food Policy|2011|36|1|71|87|Winters, Paul
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:88-100|Migration and the overweight and underweight status of children in rural China|Food Policy|2011|36|1|88|100|de Brauw, Alan
RePEc:eee:jfpoli:v:36:y:2011:i:1:p:88-100|Migration and the overweight and underweight status of children in rural China|Food Policy|2011|36|1|88|100|Mu, Ren
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:101-107|Not enough money or not enough time to satisfy the Thrifty Food Plan? A cost difference approach for estimating a money-time threshold|Food Policy|2011|36|2|101|107|Davis, George C.
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:101-107|Not enough money or not enough time to satisfy the Thrifty Food Plan? A cost difference approach for estimating a money-time threshold|Food Policy|2011|36|2|101|107|You, Wen
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:108-118|Non-farm work and food security among farm households in Northern Ghana|Food Policy|2011|36|2|108|118|Owusu, Victor
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:108-118|Non-farm work and food security among farm households in Northern Ghana|Food Policy|2011|36|2|108|118|Abdul-Rahman, Seini
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:119-127|Developing viable farmers markets in rural communities: An investigation of vendor performance using objective and subjective valuations|Food Policy|2011|36|2|119|127|Schmit, T.M.
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:119-127|Developing viable farmers markets in rural communities: An investigation of vendor performance using objective and subjective valuations|Food Policy|2011|36|2|119|127|Gómez, M.I.
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:128-135|Variation in retail costs for fresh vegetables and salty snacks across communities in the United States|Food Policy|2011|36|2|128|135|Stewart, Hayden
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:128-135|Variation in retail costs for fresh vegetables and salty snacks across communities in the United States|Food Policy|2011|36|2|128|135|Dong, Diansheng
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:136-146|Rethinking the global food crisis: The role of trade shocks|Food Policy|2011|36|2|136|146|Headey, Derek
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:147-157|The impact of agricultural policy distortions on the productivity gap: Evidence from rice production|Food Policy|2011|36|2|147|157|Rakotoarisoa, Manitra A.
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:158-165|Pure meat - Public perceptions of risk reduction strategies in meat production|Food Policy|2011|36|2|158|165|Korzen, Sara
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:158-165|Pure meat - Public perceptions of risk reduction strategies in meat production|Food Policy|2011|36|2|158|165|Lassen, Jesper
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:166-170|Public and private roles in plant health management|Food Policy|2011|36|2|166|170|Lansink, Alfons Oude
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:171-178|Mother's nutritional label use and children's body weight|Food Policy|2011|36|2|171|178|Chang, Hung-Hao
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:171-178|Mother's nutritional label use and children's body weight|Food Policy|2011|36|2|171|178|Nayga Jr., Rodolfo M.
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:179-185|Food scare crises and price volatility: The case of the BSE in Spain|Food Policy|2011|36|2|179|185|Serra, Teresa
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:186-196|Economic development and food production-consumption balance: A growing global challenge|Food Policy|2011|36|2|186|196|Rask, Kolleen J.
RePEc:eee:jfpoli:v:36:y:2011:i:2:p:186-196|Economic development and food production-consumption balance: A growing global challenge|Food Policy|2011|36|2|186|196|Rask, Norman
