handle;title;journal;year;vol;issue;page;end page;author
RePEc:aea:aecrev:v:90:y:2000:i:1:p:235-239;Credit Rationing?;American Economic Review;2000;90;1;235;239;Dan Bernhardt
RePEc:aea:aecrev:v:90:y:2000:i:1:p:240-246;Third-Degree Price Discrimination in Input Markets: Output and Welfare;American Economic Review;2000;90;1;240;246;Yoshihiro Yoshida
RePEc:aea:aecrev:v:90:y:2000:i:1:p:247-264;A Simple Mechanism for the Efficient Provision of Public Goods: Experimental Evidence;American Economic Review;2000;90;1;247;264;Josef Falkinger
RePEc:aea:aecrev:v:90:y:2000:i:1:p:265-281;Limiting Buyer Discretion: Effects on Performance and Price in Long-Term Contracts;American Economic Review;2000;90;1;265;281;Lisa J. Cameron
RePEc:aea:aecrev:v:90:y:2000:i:1:p:282-291;Economic Growth and the Elasticity of Substitution: Two Theorems and Some Suggestions;American Economic Review;2000;90;1;282;291;Olivier de La Grandville
RePEc:aea:aecrev:v:90:y:2000:i:1:p:282-291;Economic Growth and the Elasticity of Substitution: Two Theorems and Some Suggestions;American Economic Review;2000;90;1;282;291;Rainer Klump
RePEc:aea:aecrev:v:90:y:2000:i:1:p:292-295;Economies of Scale and Constant Returns to Capital: A Neglected Early Contribution to the Theory of Economic Growth;American Economic Review;2000;90;1;292;295;Edmund S. Cannon
RePEc:aea:aecrev:v:90:y:2000:i:1:p:296-309;Naked Exclusion: Comment;American Economic Review;2000;90;1;296;309;Michael D. Whinston
RePEc:aea:aecrev:v:90:y:2000:i:1:p:296-309;Naked Exclusion: Comment;American Economic Review;2000;90;1;296;309;Ilya R. Segal
RePEc:aea:aecrev:v:90:y:2000:i:1:p:310-311;Naked Exclusion: Reply;American Economic Review;2000;90;1;310;311;J. Mark Ramseyer
RePEc:aea:aecrev:v:90:y:2000:i:1:p:310-311;Naked Exclusion: Reply;American Economic Review;2000;90;1;310;311;Eric B. Rasmusen
RePEc:aea:aecrev:v:90:y:2000:i:1:p:310-311;Naked Exclusion: Reply;American Economic Review;2000;90;1;310;311;John Shepard Wiley
RePEc:aea:aecrev:v:90:y:2000:i:1:p:312-315;The Phillips Curve, the Persistence of Inflation, and the Lucas Critique: Evidence from Exchange-Rate Regimes: Comment;American Economic Review;2000;90;1;312;315;Alex Lammertsma
RePEc:aea:aecrev:v:90:y:2000:i:1:p:312-315;The Phillips Curve, the Persistence of Inflation, and the Lucas Critique: Evidence from Exchange-Rate Regimes: Comment;American Economic Review;2000;90;1;312;315;Clemens J. M. Kool
RePEc:aea:aecrev:v:90:y:2000:i:1:p:316-318;Unique Equilibrium in a Model of Self-Fulfilling Currency Attacks: Comment;American Economic Review;2000;90;1;316;318;Frank Heinemann
RePEc:aea:aecrev:v:90:y:2000:i:1:p:319-324;The Deadweight Loss of Christmas: Comment;American Economic Review;2000;90;1;319;324;Orit Tykocinski
RePEc:aea:aecrev:v:90:y:2000:i:1:p:319-324;The Deadweight Loss of Christmas: Comment;American Economic Review;2000;90;1;319;324;Bradley J. Ruffle
RePEc:aea:aecrev:v:90:y:2000:i:1:p:325-325;The Deadweight Loss of Christmas: Reply;American Economic Review;2000;90;1;325;325;David Hemenway
RePEc:aea:aecrev:v:90:y:2000:i:1:p:325-325;The Deadweight Loss of Christmas: Reply;American Economic Review;2000;90;1;325;325;Sara J. Solnick
RePEc:aea:aecrev:v:90:y:2000:i:2:p:150-154;International Trade as an &quot;;;;;;;
RePEc:aea:aecrev:v:90:y:2000:i:2:p:150-154;International Trade as an &quot;;;;;;;
RePEc:aea:aecrev:v:90:y:2000:i:2:p:197-202;Has the &quot;;;;;;;
RePEc:aea:aecrev:v:90:y:2000:i:2:p:197-202;Has the &quot;;;;;;;
RePEc:aea:aecrev:v:90:y:2000:i:2:p:228-232;Economists and Field Research: &quot;;;;;;;
RePEc:aea:aecrev:v:90:y:2000:i:2:p:233-237;Can Downstream Waste Disposal Policies Encourage Upstream &quot;;;;;;;
RePEc:aea:aecrev:v:90:y:2000:i:2:p:233-237;Can Downstream Waste Disposal Policies Encourage Upstream &quot;;;;;;;
RePEc:aea:aecrev:v:90:y:2000:i:3:p:327-340;A Reconsideration of the Twentieth Century;American Economic Review;2000;90;3;327;340;Robert A. Mundell
RePEc:aea:aecrev:v:90:y:2000:i:3:p:341-355;Saving and Growth with Habit Formation;American Economic Review;2000;90;3;341;355;Jody Overland
RePEc:aea:aecrev:v:90:y:2000:i:3:p:341-355;Saving and Growth with Habit Formation;American Economic Review;2000;90;3;341;355;Christopher D. Carroll
RePEc:aea:aecrev:v:90:y:2000:i:3:p:341-355;Saving and Growth with Habit Formation;American Economic Review;2000;90;3;341;355;David N. Weil
RePEc:aea:aecrev:v:90:y:2000:i:3:p:356-366;Tax Policy and Aggregate Demand Management under Catching Up with the Joneses;American Economic Review;2000;90;3;356;366;Harald Uhlig
RePEc:aea:aecrev:v:90:y:2000:i:3:p:356-366;Tax Policy and Aggregate Demand Management under Catching Up with the Joneses;American Economic Review;2000;90;3;356;366;Lars Ljungqvist
RePEc:aea:aecrev:v:90:y:2000:i:3:p:367-390;Habit Formation in Consumption and Its Implications for Monetary-Policy Models;American Economic Review;2000;90;3;367;390;Jeffrey C. Fuhrer
RePEc:aea:aecrev:v:90:y:2000:i:3:p:391-406;Habit Formation in Consumer Preferences: Evidence from Panel Data;American Economic Review;2000;90;3;391;406;Karen E. Dynan
RePEc:aea:aecrev:v:90:y:2000:i:3:p:407-428;What Do a Million Observations on Banks Say about the Transmission of Monetary Policy?;American Economic Review;2000;90;3;407;428;Jeremy C. Stein
RePEc:aea:aecrev:v:90:y:2000:i:3:p:407-428;What Do a Million Observations on Banks Say about the Transmission of Monetary Policy?;American Economic Review;2000;90;3;407;428;Anil K. Kashyap
RePEc:aea:aecrev:v:90:y:2000:i:3:p:429-457;Federal Reserve Information and the Behavior of Interest Rates;American Economic Review;2000;90;3;429;457;David H. Romer
RePEc:aea:aecrev:v:90:y:2000:i:3:p:429-457;Federal Reserve Information and the Behavior of Interest Rates;American Economic Review;2000;90;3;429;457;Christina D. Romer
RePEc:aea:aecrev:v:90:y:2000:i:3:p:458-481;What Inventory Behavior Tells Us about Business Cycles;American Economic Review;2000;90;3;458;481;James A. Kahn
RePEc:aea:aecrev:v:90:y:2000:i:3:p:458-481;What Inventory Behavior Tells Us about Business Cycles;American Economic Review;2000;90;3;458;481;Mark Bils
RePEc:aea:aecrev:v:90:y:2000:i:3:p:482-498;Job Destruction and Propagation of Shocks;American Economic Review;2000;90;3;482;498;Garey Ramey
RePEc:aea:aecrev:v:90:y:2000:i:3:p:482-498;Job Destruction and Propagation of Shocks;American Economic Review;2000;90;3;482;498;Wouter J. den Haan
RePEc:aea:aecrev:v:90:y:2000:i:3:p:482-498;Job Destruction and Propagation of Shocks;American Economic Review;2000;90;3;482;498;Joel Watson
RePEc:aea:aecrev:v:90:y:2000:i:3:p:499-525;Efficiency and Information Aggregation in Auctions;American Economic Review;2000;90;3;499;525;Jeroen M. Swinkels
RePEc:aea:aecrev:v:90:y:2000:i:3:p:499-525;Efficiency and Information Aggregation in Auctions;American Economic Review;2000;90;3;499;525;Wolfgang Pesendorfer
RePEc:aea:aecrev:v:90:y:2000:i:3:p:526-549;Ownership Risk, Investment, and the Use of Natural Resources;American Economic Review;2000;90;3;526;549;Robert T. Deacon
RePEc:aea:aecrev:v:90:y:2000:i:3:p:526-549;Ownership Risk, Investment, and the Use of Natural Resources;American Economic Review;2000;90;3;526;549;Henning Bohn
RePEc:aea:aecrev:v:90:y:2000:i:3:p:550-570;Standardization in Decentralized Economies;American Economic Review;2000;90;3;550;570;Michel Benaim
RePEc:aea:aecrev:v:90:y:2000:i:3:p:550-570;Standardization in Decentralized Economies;American Economic Review;2000;90;3;550;570;Emmanuelle Auriol
RePEc:aea:aecrev:v:90:y:2000:i:3:p:571-583;The Labeling Effect of a Child Benefit System;American Economic Review;2000;90;3;571;583;Peter Kooreman
RePEc:aea:aecrev:v:90:y:2000:i:3:p:584-604;A Time-Series Analysis of Crime, Deterrence, and Drug Abuse in New York City;American Economic Review;2000;90;3;584;604;H. Naci Mocan
RePEc:aea:aecrev:v:90:y:2000:i:3:p:584-604;A Time-Series Analysis of Crime, Deterrence, and Drug Abuse in New York City;American Economic Review;2000;90;3;584;604;Hope Corman
RePEc:aea:aecrev:v:90:y:2000:i:3:p:605-620;A Theory of Rigid Extremists and Flexible Moderates with an Application to the U.S. Congress;American Economic Review;2000;90;3;605;620;Joseph E. Harrington
RePEc:aea:aecrev:v:90:y:2000:i:3:p:605-620;A Theory of Rigid Extremists and Flexible Moderates with an Application to the U.S. Congress;American Economic Review;2000;90;3;605;620;S. Brock Blomberg
RePEc:aea:aecrev:v:90:y:2000:i:3:p:621-639;Sovereign Debt as Intertemporal Barter;American Economic Review;2000;90;3;621;639;Brian D. Wright
RePEc:aea:aecrev:v:90:y:2000:i:3:p:621-639;Sovereign Debt as Intertemporal Barter;American Economic Review;2000;90;3;621;639;Kenneth M. Kletzer
RePEc:aea:aecrev:v:90:y:2000:i:3:p:640-648;Role Models and Arguments for Affirmative Action;American Economic Review;2000;90;3;640;648;Kim-Sau Chung
RePEc:aea:aecrev:v:90:y:2000:i:3:p:649-666;Political Influence and the Dynamic Consistency of Policy;American Economic Review;2000;90;3;649;666;Jaewoo Lee
RePEc:aea:aecrev:v:90:y:2000:i:3:p:649-666;Political Influence and the Dynamic Consistency of Policy;American Economic Review;2000;90;3;649;666;Michelle R. Garfinkel
RePEc:aea:aecrev:v:90:y:2000:i:3:p:667-680;The Role of a Variable Input in the Relationship between Investment and Uncertainty;American Economic Review;2000;90;3;667;680;Kwanho Shin
RePEc:aea:aecrev:v:90:y:2000:i:3:p:667-680;The Role of a Variable Input in the Relationship between Investment and Uncertainty;American Economic Review;2000;90;3;667;680;Jaewoo Lee
RePEc:aea:aecrev:v:90:y:2000:i:3:p:681-686;Optimal Income Taxation: An Example with a U-Shaped Pattern of Optimal Marginal Tax Rates: Comment;American Economic Review;2000;90;3;681;686;Michel Strawczynski
RePEc:aea:aecrev:v:90:y:2000:i:3:p:681-686;Optimal Income Taxation: An Example with a U-Shaped Pattern of Optimal Marginal Tax Rates: Comment;American Economic Review;2000;90;3;681;686;Momi Dahan
RePEc:aea:aecrev:v:90:y:2000:i:3:p:687-694;Capital Mobility in NeoClassical Models of Growth: Comment;American Economic Review;2000;90;3;687;694;Petr Duczynski
RePEc:aea:aecrev:v:90:y:2000:i:3:p:695-704;Herd Behavior and Investment: Comment;American Economic Review;2000;90;3;695;704;Peter Sorensen
RePEc:aea:aecrev:v:90:y:2000:i:3:p:695-704;Herd Behavior and Investment: Comment;American Economic Review;2000;90;3;695;704;Marco Ottaviani
RePEc:aea:aecrev:v:90:y:2000:i:3:p:705-706;Herd Behavior and Investment: Reply;American Economic Review;2000;90;3;705;706;Jeremy C. Stein
RePEc:aea:aecrev:v:90:y:2000:i:3:p:705-706;Herd Behavior and Investment: Reply;American Economic Review;2000;90;3;705;706;David S. Scharfstein
RePEc:aea:aecrev:v:90:y:2000:i:4:p:715-741;Orchestrating Impartiality: The Impact of &quot;;;;;;;
RePEc:aea:aecrev:v:90:y:2000:i:4:p:715-741;Orchestrating Impartiality: The Impact of &quot;;;;;;;
RePEc:aea:aecrev:v:90:y:2000:i:4:p:742-764;Wage Shocks and North American Labor-Market Integration;American Economic Review;2000;90;4;742;764;Raymond Robertson
RePEc:aea:aecrev:v:90:y:2000:i:4:p:765-786;Mentoring and Diversity;American Economic Review;2000;90;4;765;786;Christopher Avery
RePEc:aea:aecrev:v:90:y:2000:i:4:p:765-786;Mentoring and Diversity;American Economic Review;2000;90;4;765;786;Susan Athey
RePEc:aea:aecrev:v:90:y:2000:i:4:p:765-786;Mentoring and Diversity;American Economic Review;2000;90;4;765;786;Peter Zemsky
RePEc:aea:aecrev:v:90:y:2000:i:4:p:787-805;Asset Pricing with Distorted Beliefs: Are Equity Returns Too Good to Be True?;American Economic Review;2000;90;4;787;805;Pok-sang Lam
RePEc:aea:aecrev:v:90:y:2000:i:4:p:787-805;Asset Pricing with Distorted Beliefs: Are Equity Returns Too Good to Be True?;American Economic Review;2000;90;4;787;805;Stephen G. Cecchetti
RePEc:aea:aecrev:v:90:y:2000:i:4:p:787-805;Asset Pricing with Distorted Beliefs: Are Equity Returns Too Good to Be True?;American Economic Review;2000;90;4;787;805;Nelson C. Mark
RePEc:aea:aecrev:v:90:y:2000:i:4:p:806-828;Population, Technology, and Growth: From Malthusian Stagnation to the Demographic Transition and Beyond;American Economic Review;2000;90;4;806;828;David N. Weil
RePEc:aea:aecrev:v:90:y:2000:i:4:p:806-828;Population, Technology, and Growth: From Malthusian Stagnation to the Demographic Transition and Beyond;American Economic Review;2000;90;4;806;828;Oded Galor
RePEc:aea:aecrev:v:90:y:2000:i:4:p:829-846;Endogenous Growth and Cross-Country Income Differences;American Economic Review;2000;90;4;829;846;Peter Howitt
RePEc:aea:aecrev:v:90:y:2000:i:4:p:847-868;Aid, Policies, and Growth;American Economic Review;2000;90;4;847;868;David Dollar
RePEc:aea:aecrev:v:90:y:2000:i:4:p:847-868;Aid, Policies, and Growth;American Economic Review;2000;90;4;847;868;Craig Burnside
RePEc:aea:aecrev:v:90:y:2000:i:4:p:869-887;A Reassessment of the Relationship between Inequality and Growth;American Economic Review;2000;90;4;869;887;Kristin J. Forbes
RePEc:aea:aecrev:v:90:y:2000:i:4:p:888-908;Intelligence, Social Mobility, and Growth;American Economic Review;2000;90;4;888;908;Jose V. Rodriguez Mora
RePEc:aea:aecrev:v:90:y:2000:i:4:p:888-908;Intelligence, Social Mobility, and Growth;American Economic Review;2000;90;4;888;908;John Hassler
RePEc:aea:aecrev:v:90:y:2000:i:4:p:909-926;A Representative Consumer Theory of Distribution;American Economic Review;2000;90;4;909;926;Jaume Ventura
RePEc:aea:aecrev:v:90:y:2000:i:4:p:909-926;A Representative Consumer Theory of Distribution;American Economic Review;2000;90;4;909;926;Francesco Caselli
RePEc:aea:aecrev:v:90:y:2000:i:4:p:927-943;Meetings with Costly Participation;American Economic Review;2000;90;4;927;943;Jeffrey S. Rosenthal
RePEc:aea:aecrev:v:90:y:2000:i:4:p:927-943;Meetings with Costly Participation;American Economic Review;2000;90;4;927;943;Martin J. Osborne
RePEc:aea:aecrev:v:90:y:2000:i:4:p:927-943;Meetings with Costly Participation;American Economic Review;2000;90;4;927;943;Matthew A. Turner
RePEc:aea:aecrev:v:90:y:2000:i:4:p:944-960;Motivating Wealth-Constrained Actors;American Economic Review;2000;90;4;944;960;David E. M. Sappington
RePEc:aea:aecrev:v:90:y:2000:i:4:p:944-960;Motivating Wealth-Constrained Actors;American Economic Review;2000;90;4;944;960;Tracy R. Lewis
RePEc:aea:aecrev:v:90:y:2000:i:4:p:961-972;Demand Reduction in Multiunit Auctions: Evidence from a Sportscard Field Experiment;American Economic Review;2000;90;4;961;972;David Lucking-Reiley
RePEc:aea:aecrev:v:90:y:2000:i:4:p:961-972;Demand Reduction in Multiunit Auctions: Evidence from a Sportscard Field Experiment;American Economic Review;2000;90;4;961;972;John A. List
RePEc:aea:aecrev:v:90:y:2000:i:4:p:973-979;Does Culture Matter in Economic Behavior? Ultimatum Game Bargaining among the Machiguenga of the Peruvian Amazon;American Economic Review;2000;90;4;973;979;Joseph Henrich
RePEc:aea:aecrev:v:90:y:2000:i:4:p:980-994;Cooperation and Punishment in Public Goods Experiments;American Economic Review;2000;90;4;980;994;Simon Gachter
RePEc:aea:aecrev:v:90:y:2000:i:4:p:980-994;Cooperation and Punishment in Public Goods Experiments;American Economic Review;2000;90;4;980;994;Ernst Fehr
RePEc:aea:aecrev:v:90:y:2000:i:4:p:995-1004;Asset Markets: How They Are Affected by Tournament Incentives for Individuals;American Economic Review;2000;90;4;995;1004;R. Mark Isaac
RePEc:aea:aecrev:v:90:y:2000:i:4:p:995-1004;Asset Markets: How They Are Affected by Tournament Incentives for Individuals;American Economic Review;2000;90;4;995;1004;Duncan James
RePEc:aea:aecrev:v:90:y:2000:i:4:p:1005-1011;Losing Sleep at the Market: The Daylight Saving Anomaly;American Economic Review;2000;90;4;1005;1011;Lisa A. Kramer
RePEc:aea:aecrev:v:90:y:2000:i:4:p:1005-1011;Losing Sleep at the Market: The Daylight Saving Anomaly;American Economic Review;2000;90;4;1005;1011;Mark J. Kamstra
RePEc:aea:aecrev:v:90:y:2000:i:4:p:1005-1011;Losing Sleep at the Market: The Daylight Saving Anomaly;American Economic Review;2000;90;4;1005;1011;Maurice D. Levi
RePEc:aea:aecrev:v:90:y:2000:i:4:p:1012-1018;Private Information and Trade Timing;American Economic Review;2000;90;4;1012;1018;Lones Smith
RePEc:aea:aecrev:v:90:y:2000:i:4:p:1019-1033;A Preference Regime Model of Bull and Bear Markets;American Economic Review;2000;90;4;1019;1033;Pascal St-Amour
RePEc:aea:aecrev:v:90:y:2000:i:4:p:1019-1033;A Preference Regime Model of Bull and Bear Markets;American Economic Review;2000;90;4;1019;1033;Stephen Gordon
RePEc:aea:aecrev:v:90:y:2000:i:4:p:1034-1054;Learning and Forgetting: The Dynamics of Aircraft Production;American Economic Review;2000;90;4;1034;1054;C. Lanier Benkard
RePEc:aea:aecrev:v:90:y:2000:i:4:p:1055-1071;Optimal Risk Adjustment in Markets with Adverse Selection: An Application to Managed Care;American Economic Review;2000;90;4;1055;1071;Thomas G. McGuire
RePEc:aea:aecrev:v:90:y:2000:i:4:p:1055-1071;Optimal Risk Adjustment in Markets with Adverse Selection: An Application to Managed Care;American Economic Review;2000;90;4;1055;1071;Jacob Glazer
RePEc:aea:aecrev:v:90:y:2000:i:4:p:1072-1091;Fair Shares: Accountability and Cognitive Dissonance in Allocation Decisions;American Economic Review;2000;90;4;1072;1091;James Konow
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1093-1109;Does Exchange-Rate Stability Increase Trade and Welfare?;American Economic Review;2000;90;5;1093;1109;Eric van Wincoop
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1093-1109;Does Exchange-Rate Stability Increase Trade and Welfare?;American Economic Review;2000;90;5;1093;1109;Philippe Bacchetta
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1110-1124;Market Contagion: Evidence from the Panics of 1854 and 1857;American Economic Review;2000;90;5;1110;1124;Cormac O Grada
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1110-1124;Market Contagion: Evidence from the Panics of 1854 and 1857;American Economic Review;2000;90;5;1110;1124;Morgan Kelly
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1125-1135;Monetary Aggregates and Output;American Economic Review;2000;90;5;1125;1135;Finn E. Kydland
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1125-1135;Monetary Aggregates and Output;American Economic Review;2000;90;5;1125;1135;Scott Freeman
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1136-1159;Endogenous Business Cycles and the Dynamics of Output, Hours, and Consumption;American Economic Review;2000;90;5;1136;1159;Stephanie Schmitt-Grohe
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1160-1183;Does Schooling Cause Growth?;American Economic Review;2000;90;5;1160;1183;Peter J. Klenow
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1160-1183;Does Schooling Cause Growth?;American Economic Review;2000;90;5;1160;1183;Mark Bils
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1184-1208;Schooling, Labor-Force Quality, and the Growth of Nations;American Economic Review;2000;90;5;1184;1208;Dennis D. Kimko
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1184-1208;Schooling, Labor-Force Quality, and the Growth of Nations;American Economic Review;2000;90;5;1184;1208;Eric A. Hanushek
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1209-1238;Does Competition among Public Schools Benefit Students and Taxpayers?;American Economic Review;2000;90;5;1209;1238;Caroline M. Hoxby
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1239-1254;&quot;;;;;;;
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1255-1275;Diversity and Trade;American Economic Review;2000;90;5;1255;1275;Giovanni Maggi
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1255-1275;Diversity and Trade;American Economic Review;2000;90;5;1255;1275;Gene M. Grossman
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1276-1296;Economic Integration and Political Disintegration;American Economic Review;2000;90;5;1276;1296;Enrico Spolaore
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1276-1296;Economic Integration and Political Disintegration;American Economic Review;2000;90;5;1276;1296;Alberto Alesina
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1276-1296;Economic Integration and Political Disintegration;American Economic Review;2000;90;5;1276;1296;Romain Wacziarg
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1297-1322;The Determinants of Equilibrium Unemployment;American Economic Review;2000;90;5;1297;1322;Eran Yashiv
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1323-1345;Aggregate Employment Fluctuations with Microeconomic Asymmetries;American Economic Review;2000;90;5;1323;1345;Jonas D. M. Fisher
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1323-1345;Aggregate Employment Fluctuations with Microeconomic Asymmetries;American Economic Review;2000;90;5;1323;1345;Jeffrey R. Campbell
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1346-1361;Performance Pay and Productivity;American Economic Review;2000;90;5;1346;1361;Edward P. Lazear
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1362-1396;Minimum Wages and Employment: A Case Study of the Fast-Food Industry in New Jersey and Pennsylvania: Comment;American Economic Review;2000;90;5;1362;1396;William Wascher
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1362-1396;Minimum Wages and Employment: A Case Study of the Fast-Food Industry in New Jersey and Pennsylvania: Comment;American Economic Review;2000;90;5;1362;1396;David Neumark
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1397-1420;Minimum Wages and Employment: A Case Study of the Fast-Food Industry in New Jersey and Pennsylvania: Reply;American Economic Review;2000;90;5;1397;1420;Alan B. Krueger
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1397-1420;Minimum Wages and Employment: A Case Study of the Fast-Food Industry in New Jersey and Pennsylvania: Reply;American Economic Review;2000;90;5;1397;1420;David Card
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1421-1431;Central-Bank Credibility: Why Do We Care? How Do We Build It?;American Economic Review;2000;90;5;1421;1431;Alan S. Blinder
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1432-1446;Nominal Wage Rigidity and Industry Characteristics in the Downturns of 1893, 1929, and 1981;American Economic Review;2000;90;5;1432;1446;Christopher Hanes
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1447-1463;Money, Sticky Wages, and the Great Depression;American Economic Review;2000;90;5;1447;1463;Christopher J. Erceg
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1447-1463;Money, Sticky Wages, and the Great Depression;American Economic Review;2000;90;5;1447;1463;Michael D. Bordo
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1447-1463;Money, Sticky Wages, and the Great Depression;American Economic Review;2000;90;5;1447;1463;Charles L. Evans
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1464-1476;Output Fluctuations in the United States: What Has Changed since the Early 1980's?;American Economic Review;2000;90;5;1464;1476;Gabriel Perez-Quiros
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1464-1476;Output Fluctuations in the United States: What Has Changed since the Early 1980's?;American Economic Review;2000;90;5;1464;1476;Margaret M. McConnell
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1477-1490;Social Interactions and the Institutions of Local Government;American Economic Review;2000;90;5;1477;1490;William C. Strange
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1477-1490;Social Interactions and the Institutions of Local Government;American Economic Review;2000;90;5;1477;1490;Robert W. Helsley
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1491-1507;Social Limits to Redistribution;American Economic Review;2000;90;5;1491;1507;Hans Peter Gruner
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1491-1507;Social Limits to Redistribution;American Economic Review;2000;90;5;1491;1507;Giacomo Corneo
RePEc:aea:aecrev:v:90:y:2000:i:5:p:1508-1519;Tax Competition When Governments Lack Commitment: Excess Capacity as a Countervailing Threat;American Economic Review;2000;90;5;1508;1519;Eckhard Janeba
